ts,platform,ms_played,conn_country,ip_addr,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,episode_name,episode_show_name,spotify_episode_uri,audiobook_title,audiobook_uri,audiobook_chapter_uri,audiobook_chapter_title,reason_start,reason_end,shuffle,skipped,offline,offline_timestamp,incognito_mode,hour,time_of_day
2024-04-13 11:58:34+00:00,ios,154773,US,35.1.41.148,Halloween,Novo Amor,"Cannot Be, Whatsoever",spotify:track:7AkPusgKsrTqbOcTTbRnFr,,,,,,,,trackdone,trackdone,True,False,False,1713009359,False,11,morning
2024-04-26 10:40:50+00:00,ios,155519,US,35.1.41.148,Everywhere - 2017 Remaster,Fleetwood Mac,Tango In the Night,spotify:track:254bXAqt3zP6P50BdQvEsq,,,,,,,,clickrow,endplay,True,True,False,1714127886,False,10,morning
2024-04-26 10:44:52+00:00,ios,243160,US,35.1.41.148,I'm Like A Bird,Nelly Furtado,"Whoa, Nelly!",spotify:track:2aGw77pZqli064JiPuXYRi,,,,,,,,clickrow,trackdone,True,False,False,1714128050,False,10,morning
2024-04-26 10:49:02+00:00,ios,249022,US,35.1.41.148,Young Folks,Dom Valentino,Young Folks,spotify:track:0XMWc0qrKeJnRzzyMj9Q7D,,,,,,,,trackdone,trackdone,True,False,False,1714128292,False,10,morning
2024-04-26 10:53:44+00:00,ios,281429,US,35.1.41.148,Hello,Martin Solveig,Hello,spotify:track:4Ch7K8Ud1pS2uB3Xa1zjOq,,,,,,,,trackdone,trackdone,True,False,False,1714128542,False,10,morning
2024-04-26 10:56:01+00:00,ios,136580,US,35.1.41.148,These Words,Badger,These Words,spotify:track:7leW1Dmvs9A4oDh9i5Qwpz,,,,,,,,trackdone,trackdone,True,False,False,1714128824,False,10,morning
2024-04-26 10:59:05+00:00,ios,183562,US,35.1.41.148,Shake Back,Kodak Black,Institution,spotify:track:7HbJiOw9TePjIcvvHCeWRc,,,,,,,,trackdone,trackdone,True,False,False,1714128961,False,10,morning
2024-04-26 11:02:19+00:00,ios,192818,US,35.1.41.148,HISS,Megan Thee Stallion,HISS,spotify:track:79AHPJd8upvNxyK2qQcY8J,,,,,,,,trackdone,trackdone,True,False,False,1714129145,False,11,morning
2024-04-26 11:05:08+00:00,ios,153518,US,35.1.41.148,Somebody (2024),Gotye,Somebody (2024),spotify:track:0agQ9vIV7NP4dntGKLcCXO,,,,,,,,trackdone,trackdone,True,False,False,1714129339,False,11,morning
2024-04-26 11:07:16+00:00,ios,126720,US,35.1.41.148,Fake ID (Coke & Rum Remix),Riton,Fake ID (Coke & Rum Remix),spotify:track:2VuzBUB5V9AlpniCUhaszP,,,,,,,,trackdone,trackdone,True,False,False,1714129508,False,11,morning
2024-04-26 11:09:47+00:00,ios,149891,US,35.1.41.148,TAKE IT OFF,FISHER,TAKE IT OFF,spotify:track:7zp9FOU4cjFdGN1zdWTvcB,,,,,,,,trackdone,fwdbtn,True,True,False,1714129636,False,11,morning
2024-04-26 11:10:34+00:00,ios,47338,US,35.1.41.148,Echo,RSCL,Echo,spotify:track:32fmwlkq7srmOAb5N0vdyj,,,,,,,,fwdbtn,endplay,True,True,False,1714129787,False,11,morning
